date,momentum3close,momentum4close,momentum5close,momentum8close,momentum9close,momentum10close,stoch3K,stoch3D,stoch4K,stoch4D,stoch5K,stoch5D,stoch8K,stoch8D,stoch9K,stoch9D,stoch10K,stoch10D,will6R,will7R,will8R,will9R,will10R,proc12close,proc13close,proc14close,proc15close,wadl15close,adosc2AD,adosc3AD,adosc4AD,adosc5AD,macd1530,cci15close,bollinger15upper,bollinger15mid,bollinger15lower,paverage2open,paverage2high,paverage2close,paverage2low,slope3high,slope4high,slope5high,slope10high,slope20high,slope30high,fourier10a0,fourier10a1,fourier10b1,fourier10w,fourier20a0,fourier20a1,fourier20b1,fourier20w,fourier30a0,fourier30a1,fourier30b1,fourier30w,sine5a0,sine5b1,sine5w,sine6a0,sine6b1,sine6w,open,high,low,close,B
2018-06-07,0.008709999999999996,0.010449999999999848,0.006739999999999968,0.018319999999999892,0.009660000000000002,0.004510000000000014,205.22875816993633,129.19405932502613,171.16022099447514,114.69200495933664,151.4173998044939,110.06930930213652,131.62958508719046,95.31003440730183,113.41968911917024,89.24006908462842,113.41968911917024,89.24006908462842,-40.3993855606744,-31.629585087190467,-31.629585087190467,-13.419689119170245,-13.419689119170245,0.007496354747405413,0.012228014994183226,0.014553589165565265,0.0136430710285373,6510.190033153951,1482198.5301402577,-354060.9681210135,-521883.1484799504,-481300.8189688838,7.863955687126278e-05,0.34963577117733435,1.1754564064686535,1.1649673333333335,1.1544782601980135,1.16764,1.17441,1.1719249999999999,1.16652,0.002354999999999996,0.00132099999999995,0.0005579999999999474,2.2727272727262826e-05,-0.00010976691729323831,-0.00039268965517241496,0.0004279240655872779,-0.004702753811191469,-0.0035679424320228404,1.2312199780057058,-0.0004770436616846258,-0.005545209182361751,0.0018914147166679328,1.1842943884190618,0.0002664134388673598,-0.0001363088664795314,0.0012122770734565437,0.8949642497072948,-0.002649089906688369,-0.01586499557264751,-0.12955702987901668,0.0011068736289367167,-0.0030513960236860697,0.9968217822899744,1.16921,1.17679,1.16803,1.17464,0
2018-08-07,0.009140000000000148,0.009280000000000177,0.01102000000000003,0.018830000000000124,0.018890000000000073,0.010230000000000183,135.53072625698522,151.82290681961615,131.959798994977,133.81941363610608,124.68944099379023,124.93371907817868,116.49377593361093,111.13611170468864,116.49377593361093,105.06614638201525,116.37305699481884,105.02590673575122,-24.68944099379023,-20.293554562860326,-16.493775933610937,-16.493775933610937,-16.37305699481884,0.007864224211862477,0.007985247448323313,0.012719203757163261,0.015045906425172086,6521.0772432209515,1505514.0765240192,-333135.32803240966,-501831.1586213569,-463027.568769194,0.0005322705423602692,0.3643824840864217,1.1770601411892592,1.1661286666666666,1.155197192144074,1.1717650000000002,1.176135,1.174925,1.1711749999999999,0.004295000000000049,0.0032240000000000268,0.002244999999999986,0.0006687878787878691,0.00021300751879698874,-0.0003509788654060073,0.0007313081311944059,-0.004530746907751116,0.0029953987801558156,1.191637048184674,0.0005868405252828905,0.003166787754854944,0.0024895360979386516,1.1024504446614491,0.0001097657581223181,0.0008957880354031101,0.004058184580633476,1.2007694110595475,0.00043724332406566745,0.0029693158121399214,0.6614781089847006,0.001232727972218821,-0.002118114188542587,1.272148795596219,1.17432,1.17548,1.17432,1.17521,0
2018-09-07,0.006429999999999936,0.009570000000000078,0.009710000000000107,0.007060000000000066,0.019260000000000055,0.019320000000000004,90.23769100169784,143.66572514287313,91.61196207148085,131.57732735364434,92.18218898708372,122.76300992845596,94.3710230053843,114.16479467539523,95.21630615640606,108.37659040306242,95.21630615640606,108.33635075679838,6.519274376417108,6.519274376417108,5.628976994615699,4.783693843593933,4.783693843593933,0.00470887850067952,0.008232993722342333,0.00835406124024366,0.013089749666077847,7083.703004216954,1682823.6429308702,-139641.63982256223,-301728.9207837193,-260183.24245009085,0.000921053028757779,0.38258758654150815,1.1786189609295783,1.1671413333333331,1.155663705737088,1.17474,1.17728,1.1754250000000002,1.17381,0.0017250000000000876,0.0026600000000000625,0.0024910000000000435,0.0012252121212121194,0.0005970150375939838,-0.00035324137931034514,0.0017145703909589903,0.00183691328840357,0.0030823436146922645,1.1381005954722339,0.000681963935558253,0.0032512194144015028,-0.0018381142444888266,1.0889696517471155,0.00018041284116193743,0.003538006601699678,0.001564462792102987,1.2171108691972712,0.0006733288672061558,0.0034319757843570844,0.8826212600113621,0.0005373897478493585,0.0028042968458036285,0.6465349601987599,1.17516,1.17908,1.1733,1.17564,0
2018-10-07,-0.0018099999999998673,0.0036199999999999566,0.006760000000000099,0.004930000000000101,0.004250000000000087,0.016450000000000076,54.79452054794614,93.52097926887639,66.38370118845503,96.65182075163763,71.1159737417948,95.99586790755625,77.5510204081636,96.13860644905294,80.61674008810586,97.44227405937427,83.52745424292864,98.37227246471785,26.92046227056399,22.4489795918364,22.4489795918364,19.383259911894143,16.472545757071355,0.00673831310408774,0.002307435925922886,0.0058231278515317435,0.005943905995368474,6250.432859771965,820820.0452291763,-116481.46110063989,-222586.60741648654,-158181.44250851293,0.0010779230908382065,0.3938794164576113,1.1794197158270616,1.1676033333333333,1.155786950839605,1.1753900000000002,1.17768,1.174235,1.17118,0.0011449999999999516,0.001984000000000008,0.002521000000000018,0.0016144242424242308,0.0006919774436090196,-0.00028446941045606397,0.0020032689796222834,0.0038556406612806106,-0.0022682435805121233,1.02872220452342,0.0009997041779411951,0.0009619180333265353,-0.004215983352124608,1.1135603755497416,0.00015635432733915067,0.002311115272263546,-0.003225747211116433,1.2038924079581885,0.001387940081649687,0.003188980951323215,1.2812719491185212,0.0005961798058646526,0.003538149363054283,0.876540320260817,1.17562,1.17628,1.16906,1.17283,0
2018-11-07,-0.007670000000000066,-0.007099999999999884,-0.0016700000000000603,0.003349999999999964,-0.00035999999999991594,-0.0010399999999999299,-99.6539792387559,15.126077436962694,-4.4343891402704,51.187091373221826,17.981520966595284,60.4265612318246,42.097340692424076,71.33979470199066,42.097340692424076,72.643462312312,49.20774647887342,75.98383562606936,72.1249999999992,67.88235294117617,57.902659307575924,57.902659307575924,50.79225352112658,0.00970319634703197,0.0021974626173840908,-0.0022134292770887598,0.0012864052691160311,3930.879201544991,-16647.83175872173,-953949.3380885379,-527202.9800670687,-337357.751731187,0.0009076020399934048,0.39283428120107594,1.1794883617693654,1.167703333333333,1.1559183048973007,1.174225,1.1760549999999999,1.170185,1.167815,0.00039999999999995595,0.00020699999999997942,0.0010790000000000077,0.0012298181818181763,0.0006841278195488709,-0.000244088987764184,0.00046069053171218435,-0.0032604734186247393,-0.0012741321245534122,0.756898270865354,0.0005850446554170575,-0.004276530382342295,-0.0008427460444377149,1.0499198585549,-0.00018919802137496304,-0.003471284340566703,-0.0008549924364509424,1.1495654309640002,0.004742829023787045,0.01697227077923863,-0.15576244742125567,0.00018752325269262424,0.004058370876979707,1.0221328270831989,1.17283,1.17583,1.16657,1.16754,0
2018-12-07,-0.009200000000000097,-0.008770000000000167,-0.008199999999999985,0.0005100000000000104,0.0022499999999998632,-0.0014600000000000168,-26.147704590819245,-23.66905442720967,-26.147704590819245,11.93386915245513,-14.389140271493028,24.902784812299018,25.647058823529083,48.43180664137225,36.57802308078283,53.09736795377092,36.57802308078283,56.4377412675283,89.83653162757754,78.99999999999983,74.35294117647092,63.42197691921717,63.42197691921717,0.008699562427575674,0.008751902587518946,0.001253240398976821,-0.0031534957654277486,3174.6689028729725,-433593.1434795017,-1321896.1651288616,-895149.8071073922,-648487.0232707337,0.0007005666697319501,0.3907273207153978,1.1791791529547953,1.1674573333333333,1.1557355137118714,1.170185,1.1726999999999999,1.16699,1.165785,-0.0016249999999999876,-0.00017500000000003624,-0.0001120000000000232,0.001224060606060598,0.0007066090225563892,-0.0001642958843159088,0.00024233514337643452,-0.003178101135035163,0.0021399232960019493,0.7307888047748191,0.000459831644486786,-0.0024147144349692695,0.0034689328309370437,1.030605896668066,-0.0004909014110887719,-0.0016850132239892598,0.0032567086763628374,1.1355385687670936,0.0015702065705538778,-0.005059015906214042,0.5860053079080936,-0.00043276704148784693,0.002990378254941209,1.231064726966934,1.16754,1.16957,1.165,1.16644,0
2018-07-13,-0.003980000000000095,-0.006790000000000074,-0.006360000000000143,0.0027800000000000047,0.0029200000000000337,0.0046599999999998865,23.480947476826618,-34.106912117582844,18.22541966426758,-4.118891355607356,18.22541966426758,7.272600119789945,36.0625000000003,34.602299838651156,39.823529411764596,39.49963106165717,48.6703462117413,44.818705257132514,81.77458033573242,72.7078891258003,63.9374999999997,60.176470588235404,51.3296537882587,0.00023104965000256077,0.010783652432591346,0.010836100733360946,0.0033219454411234873,4919.465412872965,-551357.4867570455,-1444955.6073919989,-1042597.0860342555,-795934.3021975969,0.0006593129610261705,0.38861070140781057,1.1793736543755675,1.1677153333333332,1.156057012291099,1.16699,1.16921,1.1676449999999998,1.163165,-0.003354999999999997,-0.0028979999999999783,-0.001507000000000014,0.0008161212121212121,0.0006273082706766896,-9.279866518353948e-05,0.00047598025116773915,-0.001077236598319157,0.0036305232401297855,0.7586542015166755,0.000331280640352902,0.0015712868415943715,0.0038169879915631554,1.0305875943116132,-0.0004916888951121577,0.0022451095405512382,0.0028876585931116405,1.1355289176872356,0.0005324151949576936,-0.005067252026048874,0.8937272072267934,0.001897114564779397,-0.0055724419598237734,0.6277967930976369,1.16644,1.16885,1.16133,1.16885,0
2018-07-15,0.00032999999999994145,-0.0049600000000000755,-0.007770000000000055,-0.0013400000000001189,0.0018000000000000238,0.0019400000000000528,26.500461680516676,7.944568188841349,25.44326241134698,5.8403258282651045,20.383522727272403,8.073267373348985,20.383522727272403,27.364360516933928,29.937500000000423,35.44635083084928,34.05882352941173,39.76906427397862,79.6164772727276,79.6164772727276,79.6164772727276,70.06249999999957,65.94117647058827,-2.5687130747473666e-05,-0.0006075750055622965,0.009936180148394126,0.0099885844748858,4905.941928248965,-549138.0965014658,-1449029.9105347507,-1046854.6842803549,-801069.1480311196,0.0005656606552744137,0.3270766976376593,1.1782976342624631,1.1684853333333334,1.1586730324042036,1.16778,1.16914,1.1683599999999998,1.1645349999999999,-0.0034899999999999927,-0.0028550000000000077,-0.002716999999999992,0.00026927272727273247,0.0004593308270676654,-3.9935483870970814e-05,-0.00012164066840537974,0.0006507821929994198,0.0033708007464389378,0.7762773285016188,2.2994919606087847e-05,0.0035544389955088447,0.001636526613851805,1.0740259289525695,-0.0004754150079980575,0.0035532689179148384,-0.0009227231189291023,1.1336756043542822,-0.004380541206765477,0.004541716683060633,0.42496830610438985,-0.0012971740019808106,-0.0030446335458281667,1.1581877712935853,1.16912,1.16943,1.16774,1.16787,0
2018-07-16,0.0045000000000001705,0.0034000000000000696,-0.0018899999999999473,-0.0036999999999998145,0.0017300000000000093,0.004870000000000152,116.6262135922341,55.53587424985913,66.27586206896653,36.64818138152703,64.2809364548502,34.29662628213006,54.14084507042341,36.8622892658987,54.14084507042341,41.30062482739614,54.14084507042341,45.62333827052547,45.85915492957659,45.85915492957659,45.85915492957659,45.85915492957659,45.85915492957659,0.005798022659531548,0.0026029625824130096,0.002019545088911448,0.01259101679378762,5693.048506374009,-183579.70637512626,-1135943.7553466388,-970372.0687631087,-733960.9747451631,0.0006564670906412662,0.24059302395246,1.1766737907185738,1.169456,1.1622382092814263,1.168495,1.170995,1.169405,1.167665,-7.00000000000145e-05,-0.0019919999999999938,-0.0020680000000000034,-0.0002972121212121184,0.00033969924812029807,5.201334816460059e-06,6.269984913059539e-05,0.003133298271572724,0.0013071799803415628,0.7240030326511265,0.00015098952072607332,0.0024399788946441333,-0.00260310332944786,1.0331301088114038,-0.00012307364324536162,0.0004401990460536748,-0.003518402574901451,1.1231429070144165,-0.00456662026145739,0.006662694931247634,0.43808469342621154,-0.0008399495256503508,-0.0025649715736333753,1.1150489592581263,1.16787,1.17256,1.16759,1.17094,0
2018-07-17,-0.003509999999999902,-0.0010999999999998789,-0.0021999999999999797,-0.009870000000000045,-0.009299999999999864,-0.00387000000000004,49.50617283950705,64.2109493707526,48.66504854369001,46.79472434133451,27.65517241379366,37.43987719863876,22.591549295775124,32.37197236449031,22.591549295775124,35.55663145539965,22.591549295775124,36.93040596520342,73.17725752508318,77.40845070422488,77.40845070422488,77.40845070422488,77.40845070422488,-0.0005060338099198652,0.0009878112679201714,-0.0021919684904528605,-0.0027725958000307293,3237.1756387290116,-1214304.6335271976,-1138594.6334335478,-977538.1257274253,-853908.6376985394,0.0004102370823237944,0.2505942144532613,1.1767578264335976,1.1692399999999998,1.161722173566402,1.169405,1.1735250000000002,1.1681400000000002,1.16624,0.0018550000000000508,0.0009550000000000169,-0.0006679999999999798,-0.0006598787878787844,0.0003207368421052613,9.85428253615101e-05,-0.0008398976096314325,0.0035646160130862283,0.0012435086659018965,0.9844011698206838,0.0001911033938725636,-0.0004647341177564017,-0.003969124548731249,1.052575365094951,-0.00010040353177136165,-0.0028903939128701074,-0.0023465444649175497,1.126142080373118,-0.001831820266963693,0.004073735384142907,0.9055005019515895,-0.005418326164516671,0.007537986422778386,0.5953970601026686,1.17094,1.17449,1.16489,1.16534,0
